TP_SEXO,TP_COR_RACA,TP_DEPENDENCIA_ADM_ESC,NU_NOTA_CH,NU_NOTA_CN,NU_NOTA_MT,NU_NOTA_LC,NU_NOTA_REDACAO,ESCOLARIDADE_PAI,ESCOLARIDADE_MAE,N_PESSOAS_CASA,RENDA_MENSAL_CASA,N_CARRO_CASA,N_MOTO_CASA,N_CELULAR_CASA,N_COMP_CASA,INTERNET_CASA,EST_IDADE
Feminino,Branca,Estadual,585.4,565.2,579.1,614.1,640.0,ES incompleto,ES incompleto,4,Até R$6600,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Branca,Estadual,537.6,585.5,524.4,574.2,540.0,EF-1 incompleto,ES incompleto,4,Até R$3960,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,615.8,581.3,753.8,604.5,880.0,PG incompleto,PG completo,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Branca,Privada,579.8,625.5,707.7,590.8,840.0,PG incompleto,PG incompleto,5,Até R$10560,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,563.6,565.6,567.9,569.5,660.0,EF-1 incompleto,ES incompleto,4,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Indigena,Estadual,447.2,456.5,417.8,495.7,460.0,EF-1 incompleto,EF-1 incompleto,5,Até R$1320,Um,Nenhum,Dois,Um,True,19.0
Feminino,Preta,Estadual,537.9,450.2,502.5,518.5,860.0,EM incompleto,EM incompleto,2,Até R$2640,Um,Nenhum,Dois,Um,True,18.0
Masculino,Preta,Privada,529.4,502.3,532.5,567.7,560.0,PG incompleto,EM incompleto,5,Até R$5280,Nenhum,Nenhum,Nenhum,Nenhum,True,18.0
Masculino,Branca,Estadual,584.6,580.3,652.5,579.9,340.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,509.8,511.2,512.2,527.6,0.0,PG incompleto,PG completo,3,Até R$6600,Nenhum,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,605.7,448.5,517.5,550.2,700.0,ES incompleto,ES incompleto,5,Até R$1980,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Parda,Privada,593.7,566.7,556.9,591.6,640.0,ES incompleto,ES incompleto,2,Até R$3960,Um,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Privada,627.5,563.8,703.5,557.8,700.0,PG incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Masculino,Parda,Privada,601.9,551.0,630.4,592.6,600.0,ES incompleto,ES incompleto,3,Até R$9240,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,667.3,657.7,745.8,525.4,880.0,PG completo,ES incompleto,3,Nenhuma renda,Um,Nenhum,Três,Um,True,17.0
Masculino,Parda,Estadual,528.3,410.7,409.3,636.4,560.0,EM incompleto,PG incompleto,7,Até R$5280,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Estadual,564.3,446.9,666.3,546.5,580.0,ES incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,448.1,482.9,447.3,399.6,440.0,EF-2 incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,490.9,519.5,478.0,581.8,660.0,PG incompleto,ES incompleto,4,Até R$11880,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Preta,Privada,548.1,494.9,534.1,560.1,960.0,PG incompleto,ES incompleto,2,Até R$10560,Dois,Nenhum,Dois,Um,True,17.0
Masculino,Branca,Privada,478.2,418.5,564.5,507.0,700.0,PG completo,ES incompleto,3,Até R$11880,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,319.1,327.8,384.8,363.9,0.0,ES incompleto,ES incompleto,2,Até R$2640,Um,Nenhum,Um,Um,True,18.0
Feminino,Parda,Estadual,552.4,547.5,637.2,561.8,520.0,ES incompleto,EF-2 incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,592.5,596.9,469.9,602.8,760.0,ES incompleto,ES incompleto,3,Até R$1320,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,593.2,509.7,585.7,532.6,620.0,ES incompleto,PG incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Privada,573.7,441.6,422.6,536.0,600.0,PG incompleto,PG incompleto,4,Até R$10560,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Privada,568.2,597.4,636.6,647.8,860.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Dois,True,18.0
Masculino,Branca,Privada,651.0,608.0,623.7,610.8,560.0,PG completo,PG completo,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,582.3,576.5,717.1,532.4,660.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,698.0,617.8,841.9,610.3,740.0,ES incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Privada,568.9,511.5,621.6,595.3,940.0,EM incompleto,EM incompleto,3,Até R$6600,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,402.4,547.8,422.0,413.3,480.0,ES incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Masculino,Branca,Privada,569.7,521.6,684.1,531.2,820.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,522.8,470.0,478.2,504.9,700.0,ES incompleto,EM incompleto,4,Até R$5280,Dois,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,620.5,586.1,600.4,611.1,820.0,PG completo,PG completo,2,Até R$7920,Um,Nenhum,Dois,Um,True,17.0
Masculino,Preta,Estadual,411.9,488.4,535.4,452.4,560.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,539.5,471.7,523.6,510.3,720.0,PG incompleto,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Dois,True,17.0
Masculino,Amarela,Privada,650.5,753.1,794.0,672.3,880.0,PG incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Masculino,Amarela,Privada,538.6,507.1,629.6,516.0,720.0,PG incompleto,PG incompleto,4,Até R$3300,Um,Nenhum,Três,Um,True,17.0
Masculino,Amarela,Privada,582.3,424.8,598.7,491.1,720.0,PG incompleto,PG incompleto,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Branca,Privada,621.9,575.3,699.6,577.6,900.0,PG incompleto,PG completo,4,Até R$26400,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Parda,Privada,527.7,470.4,620.3,520.1,500.0,PG completo,ES incompleto,5,Até R$5280,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Estadual,481.5,490.7,548.4,487.6,760.0,ES incompleto,PG incompleto,5,Até R$2640,Um,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Estadual,552.5,566.4,614.6,554.9,600.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Um,Três,Um,True,19.0
Feminino,Preta,Privada,576.4,576.1,580.8,557.0,800.0,PG completo,PG completo,2,Até R$10560,Um,Nenhum,Três,Três,True,17.0
Masculino,Parda,Privada,624.5,556.4,595.5,573.2,800.0,PG incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Branca,Estadual,566.9,495.4,486.5,522.9,560.0,ES incompleto,ES incompleto,2,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,560.1,533.7,638.3,553.3,760.0,PG completo,PG completo,5,Até R$10560,Um,Nenhum,Três,Um,True,17.0
Feminino,Parda,Privada,669.9,575.0,686.9,624.1,840.0,ES incompleto,EM incompleto,5,Até R$6600,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Parda,Estadual,488.0,446.9,577.0,466.5,480.0,EM incompleto,EM incompleto,5,Até R$2640,Nenhum,Nenhum,Quatro ou mais,Três,True,18.0
Feminino,Parda,Estadual,497.8,494.0,544.8,524.9,600.0,ES incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,False,18.0
Feminino,Branca,Estadual,541.4,331.3,539.6,519.1,600.0,EF-2 incompleto,EF-2 incompleto,5,Até R$1980,Um,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Privada,619.2,583.0,682.1,584.4,740.0,PG incompleto,PG incompleto,2,Até R$5280,Um,Nenhum,Dois,Nenhum,True,17.0
Feminino,Amarela,Privada,701.6,646.9,780.8,650.8,780.0,PG incompleto,PG incompleto,4,Até R$10560,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Parda,Estadual,552.0,524.2,414.5,538.7,720.0,ES incompleto,PG incompleto,2,Até R$1980,Um,Nenhum,Nenhum,Nenhum,True,17.0
Feminino,Branca,Estadual,473.9,418.7,447.5,535.1,640.0,ES incompleto,ES incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Privada,590.2,526.8,633.7,544.1,900.0,PG completo,PG incompleto,3,Até R$26400,Dois,Nenhum,Três,Três,True,17.0
Masculino,Branca,Estadual,605.6,518.9,679.2,631.6,540.0,PG completo,ES incompleto,4,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Estadual,370.2,414.1,407.1,474.9,740.0,ES incompleto,ES incompleto,5,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Estadual,517.0,525.6,634.1,543.2,620.0,EF-1 incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,598.1,566.7,712.8,581.0,740.0,PG incompleto,PG incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Amarela,Privada,637.6,607.2,669.6,560.6,840.0,PG incompleto,ES incompleto,2,Até R$11880,Um,Nenhum,Dois,Três,True,18.0
Feminino,Branca,Privada,531.4,564.8,652.6,552.8,740.0,EF-2 incompleto,PG incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Feminino,Branca,Privada,480.7,407.2,543.7,530.5,680.0,EF-2 incompleto,PG completo,4,Até R$6600,Um,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,562.3,471.3,564.6,617.3,640.0,ES incompleto,PG incompleto,3,Até R$3300,Um,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Estadual,474.7,395.9,618.9,435.9,620.0,ES incompleto,ES incompleto,5,Até R$2640,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Parda,Estadual,472.7,356.2,366.9,471.5,480.0,ES incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Dois,Um,True,18.0
Masculino,Preta,Estadual,498.2,449.0,593.0,528.1,600.0,EF-2 incompleto,ES incompleto,4,Até R$6600,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,623.2,634.9,747.1,637.7,900.0,PG incompleto,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Privada,595.7,599.5,763.5,570.0,880.0,PG incompleto,ES incompleto,4,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,375.7,454.8,524.2,494.4,560.0,ES incompleto,PG completo,3,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Preta,Estadual,491.0,423.1,566.1,478.5,720.0,EF-2 incompleto,EM incompleto,4,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,595.1,548.8,676.5,563.7,680.0,ES incompleto,ES incompleto,3,Até R$15840,Um,Nenhum,Três,Três,True,18.0
Masculino,Branca,Privada,592.5,540.9,719.8,589.4,780.0,EM incompleto,ES incompleto,1,Mais de R$26.400,Nenhum,Nenhum,Um,Um,True,19.0
Feminino,Branca,Estadual,549.0,465.3,523.5,538.0,860.0,ES incompleto,PG incompleto,4,Até R$9240,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,593.6,555.4,502.0,643.8,900.0,ES incompleto,ES incompleto,7,Até R$2640,Nenhum,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,614.5,651.5,691.2,585.7,880.0,PG incompleto,PG completo,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Amarela,Privada,589.4,540.6,767.2,565.4,780.0,PG incompleto,PG completo,4,Mais de R$26.400,Três,Dois,Quatro ou mais,Quatro ou mais,True,18.0
Feminino,Parda,Estadual,395.3,485.9,441.7,500.7,0.0,EF-2 incompleto,EM incompleto,6,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Nenhum,False,17.0
Feminino,Preta,Privada,591.4,518.0,581.8,597.3,900.0,EM incompleto,EM incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,17.0
Feminino,Amarela,Estadual,535.4,560.1,558.5,496.2,520.0,EF-2 incompleto,EM incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,17.0
Masculino,Branca,Estadual,616.7,532.2,616.4,628.3,720.0,ES incompleto,ES incompleto,3,Até R$2640,Nenhum,Nenhum,Três,Nenhum,True,19.0
Feminino,Branca,Estadual,509.2,513.4,492.5,541.4,540.0,ES incompleto,EF-2 incompleto,3,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Estadual,577.1,530.9,579.6,577.3,860.0,EM incompleto,ES incompleto,3,Até R$3300,Um,Um,Três,Um,True,18.0
Masculino,Branca,Estadual,491.0,525.2,598.6,533.4,560.0,PG incompleto,PG incompleto,4,Até R$7920,Um,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,373.1,490.8,523.4,465.8,540.0,ES incompleto,ES incompleto,3,Até R$1320,Um,Um,Três,Um,True,18.0
Masculino,Parda,Privada,625.3,614.7,703.5,611.0,620.0,ES incompleto,PG completo,3,Até R$1320,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,549.4,472.5,490.4,569.2,400.0,ES incompleto,PG incompleto,3,Até R$10560,Um,Nenhum,Três,Três,True,19.0
Feminino,Parda,Privada,564.4,492.2,548.8,604.1,660.0,EF-2 incompleto,ES incompleto,4,Até R$7920,Um,Um,Quatro ou mais,Dois,True,17.0
Feminino,Preta,Estadual,471.5,455.1,507.4,358.6,460.0,EF-1 incompleto,EF-1 incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Nenhum,False,17.0
Feminino,Parda,Privada,599.6,553.1,651.2,622.1,640.0,PG incompleto,PG incompleto,3,Até R$6600,Um,Nenhum,Três,Três,True,17.0
Feminino,Branca,Privada,621.2,611.5,707.6,645.5,840.0,PG incompleto,ES incompleto,4,Até R$1980,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Branca,Privada,462.5,389.2,421.0,412.9,540.0,PG incompleto,ES incompleto,4,Até R$3300,Nenhum,Nenhum,Dois,Um,True,17.0
Masculino,Parda,Estadual,579.2,562.6,501.2,568.0,640.0,ES incompleto,ES incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Masculino,Preta,Estadual,539.8,498.7,557.3,494.8,480.0,ES incompleto,PG incompleto,3,Nenhuma renda,Nenhum,Nenhum,Um,Nenhum,True,17.0
Masculino,Parda,Estadual,657.5,569.2,501.8,567.6,540.0,PG completo,PG incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Parda,Estadual,528.8,537.4,536.7,539.2,720.0,ES incompleto,EF-2 incompleto,5,Até R$1320,Nenhum,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,555.1,524.4,673.2,512.9,560.0,EM incompleto,ES incompleto,3,Até R$2640,Um,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,567.3,451.0,606.6,479.0,840.0,EM incompleto,ES incompleto,4,Até R$2640,Um,Um,Três,Um,True,17.0
Masculino,Branca,Privada,598.6,576.7,698.3,546.3,620.0,PG incompleto,PG incompleto,5,Até R$10560,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,478.0,525.6,465.1,488.5,580.0,ES incompleto,ES incompleto,3,Até R$5280,Dois,Nenhum,Um,Um,True,18.0
Feminino,Branca,Privada,600.3,565.3,614.1,495.5,840.0,PG completo,PG completo,4,Até R$6600,Dois,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Privada,612.8,533.6,738.1,591.5,600.0,ES incompleto,PG completo,4,Até R$9240,Dois,Nenhum,Três,Um,True,17.0
Masculino,Branca,Estadual,0.0,553.2,396.7,289.3,360.0,ES incompleto,EM incompleto,5,Até R$3960,Nenhum,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Parda,Estadual,501.2,392.9,347.3,536.0,620.0,EF-2 incompleto,ES incompleto,5,Até R$3960,Nenhum,Nenhum,Dois,Um,True,17.0
Masculino,Preta,Estadual,443.8,491.3,581.6,512.0,380.0,PG incompleto,PG incompleto,4,Até R$9240,Dois,Nenhum,Quatro ou mais,Um,True,18.0
Feminino,Branca,Estadual,490.2,343.5,566.9,552.0,260.0,ES incompleto,PG incompleto,4,Até R$6600,Um,Nenhum,Três,Um,True,17.0
Feminino,Branca,Privada,612.6,600.6,637.5,598.7,820.0,ES incompleto,EM incompleto,3,Até R$11880,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Privada,616.8,598.6,628.1,599.1,820.0,PG completo,PG completo,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,539.4,490.9,488.8,565.7,560.0,EM incompleto,ES incompleto,3,Até R$3300,Um,Nenhum,Três,Um,True,18.0
Feminino,Amarela,Privada,466.2,336.0,603.3,463.0,620.0,EM incompleto,EM incompleto,4,Até R$11880,Dois,Nenhum,Quatro ou mais,Um,True,19.0
Feminino,Parda,Estadual,436.5,419.8,402.1,497.3,440.0,Nunca estudou,EF-1 incompleto,5,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Privada,524.1,406.7,389.7,508.7,780.0,EF-1 incompleto,ES incompleto,5,Até R$6600,Dois,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Branca,Estadual,525.8,505.6,550.8,539.6,740.0,EM incompleto,PG incompleto,4,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Masculino,Branca,Estadual,387.8,415.2,587.7,514.0,580.0,ES incompleto,EF-2 incompleto,4,Até R$1980,Nenhum,Nenhum,Quatro ou mais,Nenhum,True,18.0
Masculino,Branca,Estadual,662.3,553.7,658.7,652.6,800.0,ES incompleto,ES incompleto,4,Até R$3960,Um,Um,Quatro ou mais,Um,True,18.0
Masculino,Parda,Estadual,500.5,429.7,546.3,570.4,660.0,EF-2 incompleto,EF-2 incompleto,2,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Parda,Privada,457.3,436.3,344.5,467.5,640.0,ES incompleto,PG incompleto,3,Até R$5280,Um,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Parda,Estadual,574.0,542.9,537.2,570.7,620.0,ES incompleto,ES incompleto,4,Até R$5280,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,516.8,561.6,721.1,522.9,660.0,ES incompleto,ES incompleto,5,Até R$9240,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Parda,Estadual,619.2,658.7,825.2,573.2,740.0,PG completo,PG completo,2,Até R$3960,Nenhum,Nenhum,Dois,Um,True,18.0
Masculino,Preta,Estadual,398.7,337.4,397.0,324.3,300.0,EF-1 incompleto,EF-2 incompleto,4,Até R$5280,Um,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Estadual,537.2,448.4,522.8,538.8,400.0,ES incompleto,ES incompleto,4,Até R$1320,Um,Nenhum,Quatro ou mais,Um,True,18.0
Masculino,Branca,Privada,620.0,539.7,698.7,571.0,920.0,PG completo,PG completo,3,Mais de R$26.400,Um,Nenhum,Três,Três,True,17.0
Feminino,Preta,Estadual,473.9,339.8,419.9,439.8,500.0,PG incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Dois,True,17.0
Feminino,Branca,Municipal,570.6,428.4,545.6,528.6,660.0,Nunca estudou,EF-1 incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,17.0
Masculino,Preta,Privada,518.6,499.4,517.2,467.4,760.0,PG incompleto,PG completo,3,Até R$7920,Um,Nenhum,Três,Um,True,18.0
Masculino,Branca,Estadual,541.7,464.4,574.5,544.3,740.0,ES incompleto,ES incompleto,5,Até R$1980,Nenhum,Nenhum,Um,Nenhum,True,17.0
Masculino,Parda,Estadual,502.6,492.6,570.9,554.9,600.0,ES incompleto,EM incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,18.0
Masculino,Parda,Privada,521.9,502.2,627.9,455.4,540.0,ES incompleto,ES incompleto,4,Mais de R$26.400,Dois,Nenhum,Quatro ou mais,Dois,True,17.0
Feminino,Branca,Estadual,514.1,424.6,510.4,557.4,620.0,EF-2 incompleto,EF-1 incompleto,4,Até R$1980,Três,Nenhum,Dois,Dois,True,18.0
Feminino,Branca,Estadual,548.0,492.0,333.3,504.2,680.0,EM incompleto,EM incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Preta,Estadual,559.0,522.9,578.0,571.1,600.0,EF-2 incompleto,EM incompleto,5,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,17.0
Feminino,Branca,Privada,509.7,546.5,619.8,538.9,800.0,PG completo,PG completo,4,Até R$15840,Dois,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Branca,Privada,557.2,595.9,475.0,571.7,860.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Um,Três,Um,True,18.0
Feminino,Amarela,Privada,620.6,610.2,650.0,576.7,880.0,PG incompleto,PG incompleto,2,Até R$26400,Um,Nenhum,Três,Um,True,17.0
Masculino,Parda,Estadual,520.1,382.5,440.1,531.2,360.0,ES incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Branca,Estadual,482.9,382.2,482.3,468.9,600.0,ES incompleto,ES incompleto,5,Até R$1320,Um,Nenhum,Um,Nenhum,True,17.0
Masculino,Branca,Estadual,588.2,459.3,516.5,595.6,720.0,ES incompleto,EF-1 incompleto,4,Até R$3300,Nenhum,Nenhum,Quatro ou mais,Dois,True,18.0
Masculino,Parda,Estadual,593.3,386.9,520.3,539.6,580.0,PG incompleto,ES incompleto,2,Até R$5280,Nenhum,Nenhum,Três,Nenhum,True,18.0
Feminino,Branca,Privada,566.5,385.6,469.2,512.1,440.0,ES incompleto,ES incompleto,5,Até R$2640,Um,Nenhum,Quatro ou mais,Nenhum,True,17.0
Feminino,Parda,Estadual,588.7,411.6,435.1,607.5,600.0,EF-1 incompleto,EM incompleto,5,Até R$1320,Nenhum,Nenhum,Dois,Nenhum,True,18.0
Feminino,Branca,Privada,478.4,545.5,633.5,516.7,700.0,PG incompleto,PG incompleto,3,Até R$7920,Um,Nenhum,Três,Três,True,17.0
Masculino,Parda,Estadual,545.9,423.0,692.2,540.5,660.0,EF-1 incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,17.0
Masculino,Branca,Privada,667.6,632.5,680.9,594.1,760.0,PG completo,PG completo,4,Mais de R$26.400,Um,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Parda,Estadual,580.0,486.3,659.3,571.2,580.0,PG incompleto,ES incompleto,5,Até R$11880,Três,Nenhum,Quatro ou mais,Dois,True,18.0
Feminino,Parda,Privada,588.7,577.8,533.8,572.1,800.0,ES incompleto,ES incompleto,5,Até R$6600,Um,Nenhum,Nenhum,Dois,True,17.0
Masculino,Parda,Privada,484.4,528.7,606.0,557.5,560.0,EM incompleto,ES incompleto,5,Até R$1320,Nenhum,Nenhum,Quatro ou mais,Dois,True,19.0
Feminino,Branca,Privada,695.7,676.9,808.1,654.3,700.0,PG completo,PG incompleto,4,Até R$26400,Três,Nenhum,Quatro ou mais,Quatro ou mais,True,17.0
Masculino,Parda,Privada,394.0,333.5,572.9,361.7,300.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,20.0
Feminino,Branca,Privada,579.3,550.9,709.8,563.0,960.0,ES incompleto,PG incompleto,3,Até R$6600,Um,Um,Três,Um,True,18.0
Feminino,Branca,Privada,578.7,563.4,605.6,540.0,780.0,PG completo,PG completo,3,Até R$5280,Um,Nenhum,Três,Dois,True,17.0
Masculino,Parda,Estadual,363.4,532.8,441.7,565.0,580.0,EF-2 incompleto,ES incompleto,3,Até R$1980,Nenhum,Nenhum,Três,Um,True,19.0
Feminino,Branca,Estadual,454.8,339.4,464.0,529.3,600.0,EM incompleto,EM incompleto,3,Até R$2640,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,578.6,495.2,646.7,620.3,700.0,PG incompleto,PG completo,3,Até R$11880,Um,Um,Três,Dois,True,17.0
Masculino,Branca,Privada,479.3,445.7,545.2,375.0,600.0,ES incompleto,ES incompleto,3,Até R$5280,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Estadual,474.6,353.3,386.6,473.7,600.0,PG completo,PG completo,4,Até R$7920,Dois,Nenhum,Quatro ou mais,Um,True,17.0
Masculino,Branca,Privada,567.3,461.1,756.6,544.9,720.0,PG incompleto,PG incompleto,2,Até R$6600,Um,Nenhum,Dois,Um,True,18.0
Masculino,Amarela,Estadual,506.5,409.4,563.4,540.5,500.0,EF-2 incompleto,PG incompleto,3,Até R$6600,Nenhum,Nenhum,Dois,Um,True,18.0
Feminino,Preta,Estadual,449.4,402.0,416.1,403.5,400.0,EF-2 incompleto,EF-2 incompleto,4,Até R$1320,Nenhum,Nenhum,Um,Nenhum,False,18.0
Feminino,Indigena,Privada,578.4,663.4,696.9,607.0,920.0,PG incompleto,PG completo,6,Até R$19800,Dois,Um,Quatro ou mais,Quatro ou mais,True,17.0
Feminino,Branca,Estadual,446.9,475.6,455.8,468.5,540.0,EF-2 incompleto,EF-2 incompleto,3,Até R$1320,Nenhum,Nenhum,Três,Nenhum,True,19.0
Feminino,Parda,Estadual,347.3,430.6,335.1,483.3,300.0,EM incompleto,EF-1 incompleto,3,Até R$1320,Um,Nenhum,Três,Um,True,18.0
Feminino,Branca,Privada,522.0,609.1,596.6,539.3,800.0,EF-2 incompleto,ES incompleto,5,Até R$3960,Um,Nenhum,Quatro ou mais,Três,True,17.0
Feminino,Branca,Estadual,619.0,571.5,639.1,572.6,680.0,ES incompleto,ES incompleto,6,Até R$3960,Um,Nenhum,Quatro ou mais,Um,True,17.0
Feminino,Parda,Privada,592.7,562.6,557.8,508.9,800.0,PG incompleto,PG incompleto,4,Até R$3960,Um,Um,Três,Dois,True,17.0
Masculino,Parda,Estadual,459.1,542.3,553.3,535.7,560.0,ES incompleto,ES incompleto,8,Até R$1320,Nenhum,Nenhum,Três,Um,True,18.0
